Board_key,Board,Algorithm,Time execution,Explored nodes
26,"[[-1, -1, -1, 1, 1, 2, -1, 1, 0], [5, -1, 5, 2, 1, -1, 3, 2, 0], [-1, -1, -1, 3, 3, 4, -1, 2, 0], [-1, 5, -1, -1, 4, -1, -1, 4, 1], [2, 4, 4, -1, -1, 5, -1, 3, -1], [-1, 4, -1, 4, 3, -1, 3, 4, 3], [3, -1, -1, 3, 2, 3, 4, -1, -1], [-1, 4, -1, 2, 2, -1, -1, 4, 2], [1, 2, 1, 1, 2, -1, -1, 2, 0]]",depthFirstSearch,99.19714498519897,608
26,"[[-1, -1, -1, 1, 1, 2, -1, 1, 0], [5, -1, 5, 2, 1, -1, 3, 2, 0], [-1, -1, -1, 3, 3, 4, -1, 2, 0], [-1, 5, -1, -1, 4, -1, -1, 4, 1], [2, 4, 4, -1, -1, 5, -1, 3, -1], [-1, 4, -1, 4, 3, -1, 3, 4, 3], [3, -1, -1, 3, 2, 3, 4, -1, -1], [-1, 4, -1, 2, 2, -1, -1, 4, 2], [1, 2, 1, 1, 2, -1, -1, 2, 0]]",aStarSearch,78.34922289848328,39
27,"[[1, 3, -1, -1, 3, -1, 4, -1, -1], [1, -1, -1, 3, 3, -1, 5, -1, 3], [1, 2, 2, 2, 2, 4, -1, 4, 2], [1, 1, 1, 3, -1, 4, -1, -1, 2], [-1, 2, 2, -1, -1, 3, 3, 5, -1], [-1, 4, 4, -1, 4, 1, 2, -1, -1], [-1, -1, 4, -1, 2, 0, 2, -1, -1], [4, -1, 5, 3, 4, 2, 2, 3, -1], [2, -1, 3, -1, -1, -1, 1, 1, 1]]",depthFirstSearch,TIMEOUT,TIMEOUT
27,"[[1, 3, -1, -1, 3, -1, 4, -1, -1], [1, -1, -1, 3, 3, -1, 5, -1, 3], [1, 2, 2, 2, 2, 4, -1, 4, 2], [1, 1, 1, 3, -1, 4, -1, -1, 2], [-1, 2, 2, -1, -1, 3, 3, 5, -1], [-1, 4, 4, -1, 4, 1, 2, -1, -1], [-1, -1, 4, -1, 2, 0, 2, -1, -1], [4, -1, 5, 3, 4, 2, 2, 3, -1], [2, -1, 3, -1, -1, -1, 1, 1, 1]]",aStarSearch,83.66732501983643,41
28,"[[-1, -1, 2, 1, 0, 1, 2, 3, 2], [-1, 5, -1, 1, 0, 2, -1, -1, -1], [-1, 4, 2, 2, 2, 4, -1, -1, 3], [-1, 3, 2, -1, 4, -1, -1, 4, 2], [3, -1, 4, 3, -1, -1, 4, -1, 1], [3, -1, -1, 3, 4, 4, 4, 3, 3], [3, -1, 4, 3, -1, -1, 3, -1, -1], [-1, 4, 4, -1, 5, -1, 4, 3, 3], [2, -1, -1, 3, -1, 2, 2, -1, 1]]",depthFirstSearch,TIMEOUT,TIMEOUT
28,"[[-1, -1, 2, 1, 0, 1, 2, 3, 2], [-1, 5, -1, 1, 0, 2, -1, -1, -1], [-1, 4, 2, 2, 2, 4, -1, -1, 3], [-1, 3, 2, -1, 4, -1, -1, 4, 2], [3, -1, 4, 3, -1, -1, 4, -1, 1], [3, -1, -1, 3, 4, 4, 4, 3, 3], [3, -1, 4, 3, -1, -1, 3, -1, -1], [-1, 4, 4, -1, 5, -1, 4, 3, 3], [2, -1, -1, 3, -1, 2, 2, -1, 1]]",aStarSearch,84.05842971801758,41
29,"[[-1, 2, 2, -1, 5, -1, 3, -1, -1], [-1, 4, 4, -1, -1, -1, 5, 4, 3], [-1, -1, 4, -1, -1, 6, -1, -1, 1], [2, 4, -1, 6, -1, 5, -1, 4, 2], [2, 5, -1, 5, -1, 4, 2, 3, -1], [-1, -1, -1, 4, 2, 3, -1, 3, 2], [-1, 5, 3, 2, -1, 2, 1, 2, -1], [3, -1, 2, 2, 2, 1, 0, 2, 2], [-1, 2, 2, -1, 1, 0, 0, 1, -1]]",depthFirstSearch,90.03674054145813,553
29,"[[-1, 2, 2, -1, 5, -1, 3, -1, -1], [-1, 4, 4, -1, -1, -1, 5, 4, 3], [-1, -1, 4, -1, -1, 6, -1, -1, 1], [2, 4, -1, 6, -1, 5, -1, 4, 2], [2, 5, -1, 5, -1, 4, 2, 3, -1], [-1, -1, -1, 4, 2, 3, -1, 3, 2], [-1, 5, 3, 2, -1, 2, 1, 2, -1], [3, -1, 2, 2, 2, 1, 0, 2, 2], [-1, 2, 2, -1, 1, 0, 0, 1, -1]]",aStarSearch,77.63878655433655,39
30,"[[0, 1, -1, 2, 2, -1, 1, 0, 0], [0, 1, 1, 2, -1, 2, 1, 0, 0], [1, 1, 1, 2, 2, 2, 2, 2, 1], [-1, 3, 4, -1, 4, 4, -1, -1, 2], [2, -1, -1, -1, -1, -1, -1, -1, 3], [3, 4, 5, 4, 4, 5, -1, -1, 4], [-1, -1, 3, -1, 2, 4, -1, -1, -1], [-1, 6, -1, 4, 3, -1, -1, 7, -1], [2, -1, -1, 3, -1, 4, -1, -1, 2]]",depthFirstSearch,TIMEOUT,TIMEOUT
30,"[[0, 1, -1, 2, 2, -1, 1, 0, 0], [0, 1, 1, 2, -1, 2, 1, 0, 0], [1, 1, 1, 2, 2, 2, 2, 2, 1], [-1, 3, 4, -1, 4, 4, -1, -1, 2], [2, -1, -1, -1, -1, -1, -1, -1, 3], [3, 4, 5, 4, 4, 5, -1, -1, 4], [-1, -1, 3, -1, 2, 4, -1, -1, -1], [-1, 6, -1, 4, 3, -1, -1, 7, -1], [2, -1, -1, 3, -1, 4, -1, -1, 2]]",aStarSearch,69.01178526878357,36
